item_id,time_period,category,silhouette,neckline,sleeve_type,hemline,primary_color,secondary_color,pattern,fabric,sustainability_label,price_segment,year,quarter,search_volume,social_mentions,runway_appearances,celebrity_wears,influencer_posts,retail_availability,price_index,units_sold,return_rate,avg_rating,review_count,trend_score,trending_next_quarter
FSH102688,2019-Q3,Accessories,Structured,High-Neck,Short,Cropped,White,Black,Solid,Leather,Sustainable,Premium,2019,Q3,3830,20544,4,3,46,0.51,148.45,695,3.7,3.62,93,55.3,1
FSH102689,2017-Q3,Outerwear,Fitted,Scoop,Three-Quarter,Midi,Black,White,Solid,Knit,Conventional,Mid-Range,2017,Q3,477,710,1,1,68,0.73,250.9,207,31.6,3.96,6,22.3,0
FSH102690,2015-Q2,Tops,Fitted,Off-Shoulder,Short,Midi,Black,Purple,Plaid,Polyester,Upcycled,Budget,2015,Q2,3495,13222,2,0,398,0.3,102.9,34,34.9,4.11,4,12.8,0
FSH102691,2017-Q1,Dresses,Structured,Square,Cap,Mini,Red,Black,Solid,Satin,Conventional,Mid-Range,2017,Q1,2426,1557,6,2,40,0.59,189.07,72,10.5,4.27,44,46.0,0
FSH102692,2020-Q1,Tops,Relaxed,High-Neck,Sleeveless,Midi,Purple,Navy,Solid,Polyester,Organic,Mid-Range,2020,Q1,9272,2382,1,3,90,0.75,460.25,268,8.2,4.02,348,55.2,1
FSH102693,2020-Q4,Bottoms,Oversized,High-Neck,Cap,Maxi,Navy,Orange,Tie-Dye,Leather,Organic,Budget,2020,Q4,4942,113,5,1,110,0.33,482.04,75,6.4,4.83,32,51.4,0
FSH102694,2023-Q2,Tops,Fitted,Crew,Sleeveless,Cropped,Red,Yellow,Floral,Satin,Organic,Mid-Range,2023,Q2,5357,631,3,2,162,0.31,446.05,502,6.5,3.9,25,54.7,1
FSH102695,2020-Q2,Tops,Structured,Scoop,Cap,Cropped,Beige,Blue,Solid,Wool,Conventional,Mid-Range,2020,Q2,5480,1486,1,3,392,0.86,361.25,1454,25.2,4.63,34,53.8,1
FSH102696,2015-Q3,Bottoms,Oversized,Crew,Short,Knee-Length,Beige,Blue,Floral,Silk,Conventional,Premium,2015,Q3,4683,388,4,2,53,0.29,272.78,1974,3.4,3.86,150,31.3,0
FSH102697,2017-Q4,Dresses,Structured,V-Neck,Short,Mini,Brown,Orange,Solid,Linen,Conventional,Premium,2017,Q4,494,480,2,5,11,0.76,389.4,250,10.4,4.06,14,42.1,0
FSH102698,2021-Q4,Footwear,Relaxed,Square,Three-Quarter,Knee-Length,Pink,Green,Plaid,Polyester,Recycled,Budget,2021,Q4,12661,613,5,0,1064,0.97,159.21,1220,13.4,4.49,21,66.9,1
FSH102699,2022-Q2,Bottoms,Relaxed,Scoop,Cap,Mini,Beige,Yellow,Solid,Cotton,Conventional,Premium,2022,Q2,362,3117,3,2,60,0.59,311.12,364,19.2,4.5,8,58.2,1
FSH102700,2021-Q2,Bottoms,Flowy,V-Neck,Sleeveless,Mini,Orange,Green,Solid,Linen,Recycled,Mid-Range,2021,Q2,1783,7403,1,1,273,0.28,137.45,245,8.1,3.97,188,47.4,0
FSH102701,2020-Q1,Dresses,Structured,Scoop,Bell,Floor-Length,Navy,Red,Solid,Cotton,Conventional,Mid-Range,2020,Q1,9698,4494,0,1,76,0.22,411.32,390,20.6,3.76,81,15.9,0
FSH102702,2021-Q4,Tops,Structured,High-Neck,Sleeveless,Floor-Length,Grey,Grey,Solid,Cotton,Conventional,Budget,2021,Q4,31305,75,4,2,327,0.91,393.35,2934,21.8,4.67,81,48.6,0
FSH102703,2021-Q2,Tops,Structured,V-Neck,Short,Mini,Pink,Purple,Floral,Linen,Conventional,Mid-Range,2021,Q2,4009,670,6,2,179,0.18,442.44,381,14.4,3.27,17,37.6,0
FSH102704,2023-Q1,Footwear,Fitted,Scoop,Short,Maxi,Red,Yellow,Solid,Leather,Conventional,Budget,2023,Q1,5451,580,3,1,341,0.46,270.06,1590,30.1,3.48,676,33.7,0
FSH102705,2020-Q1,Footwear,Flowy,Scoop,Short,Midi,Black,Brown,Solid,Wool,Conventional,Mid-Range,2020,Q1,2994,462,1,3,37,0.57,58.43,1691,25.3,4.06,32,34.1,0
FSH102706,2023-Q3,Tops,Flowy,V-Neck,Bell,Floor-Length,Grey,Black,Floral,Velvet,Sustainable,Premium,2023,Q3,45730,828,4,3,883,0.65,336.24,112,21.1,4.13,210,72.6,1
FSH102707,2023-Q2,Outerwear,Structured,Scoop,Cap,Midi,Navy,Beige,Polka Dot,Leather,Conventional,Premium,2023,Q2,459,1124,1,2,119,0.53,308.37,469,1.6,4.0,45,35.9,0
FSH102708,2019-Q2,Tops,Tailored,Crew,Sleeveless,Floor-Length,Blue,Pink,Floral,Leather,Conventional,Premium,2019,Q2,1249,399,4,0,254,0.97,69.97,76,14.1,4.19,11,32.5,0
FSH102709,2017-Q3,Accessories,Fitted,Crew,Cap,Maxi,Purple,Beige,Solid,Silk,Sustainable,Luxury,2017,Q3,2254,84,7,3,421,0.13,273.24,5024,8.5,3.81,9,47.7,0
FSH102710,2020-Q3,Accessories,Structured,V-Neck,Sleeveless,Knee-Length,Pink,White,Solid,Linen,Conventional,Budget,2020,Q3,7180,6693,4,1,4159,0.58,277.28,660,6.4,4.17,6,41.7,0
FSH102711,2020-Q2,Bottoms,Tailored,High-Neck,Sleeveless,Mini,Blue,White,Solid,Leather,Conventional,Budget,2020,Q2,6960,2460,4,1,226,0.16,53.54,72,30.5,3.59,49,31.5,0
FSH102712,2019-Q1,Outerwear,Relaxed,Off-Shoulder,Three-Quarter,Maxi,Navy,Orange,Animal Print,Polyester,Sustainable,Mid-Range,2019,Q1,1656,56,1,2,216,0.89,366.99,2029,10.1,4.48,16,46.9,0
FSH102713,2016-Q1,Footwear,Fitted,V-Neck,Short,Knee-Length,Brown,White,Polka Dot,Polyester,Recycled,Premium,2016,Q1,2979,1632,3,2,312,0.88,100.0,3942,1.9,4.44,88,51.9,1
FSH102714,2017-Q3,Outerwear,Flowy,Square,Cap,Midi,Blue,Green,Solid,Silk,Conventional,Premium,2017,Q3,4481,44,2,2,1095,0.73,53.66,56,3.5,3.9,70,36.8,0
FSH102715,2022-Q2,Outerwear,Fitted,V-Neck,Cap,Cropped,Red,Red,Polka Dot,Leather,Organic,Premium,2022,Q2,1116,8020,2,0,393,0.23,321.96,1377,28.4,3.86,13,37.9,0
FSH102716,2018-Q3,Accessories,Flowy,V-Neck,Short,Mini,Green,None,Solid,Polyester,Organic,Mid-Range,2018,Q3,1340,752,3,5,833,0.3,98.3,193,17.6,4.85,59,73.3,1
FSH102717,2021-Q3,Bottoms,Fitted,Square,Cap,Mini,Navy,Orange,Polka Dot,Silk,Conventional,Mid-Range,2021,Q3,1130,2968,4,1,216,0.79,488.54,1104,12.4,4.2,4,52.0,1
FSH102718,2023-Q3,Outerwear,Structured,Square,Three-Quarter,Mini,Blue,White,Striped,Denim,Sustainable,Premium,2023,Q3,13800,90,0,1,277,0.97,187.53,177,9.2,4.12,113,46.5,0
FSH102719,2023-Q1,Footwear,Relaxed,Square,Cap,Floor-Length,Blue,Brown,Solid,Denim,Organic,Premium,2023,Q1,3107,611,4,2,149,0.34,429.22,377,19.0,3.28,12,50.6,0
FSH102720,2019-Q4,Outerwear,Relaxed,V-Neck,Sleeveless,Midi,Red,White,Solid,Polyester,Organic,Premium,2019,Q4,11475,732,2,3,943,0.72,420.99,201,14.4,3.72,228,50.9,0
FSH102721,2018-Q4,Outerwear,Tailored,Crew,Short,Mini,White,Orange,Tie-Dye,Leather,Upcycled,Budget,2018,Q4,11017,4445,2,1,69,0.69,85.41,179,18.3,3.6,224,39.6,0
FSH102722,2023-Q2,Tops,Flowy,V-Neck,Short,Mini,Grey,Green,Solid,Satin,Recycled,Premium,2023,Q2,17722,2214,6,6,30,0.91,176.61,290,26.4,2.73,14,80.0,1
FSH102723,2015-Q2,Tops,Relaxed,High-Neck,Three-Quarter,Floor-Length,Brown,Black,Solid,Leather,Conventional,Luxury,2015,Q2,1040,818,3,2,245,0.74,358.68,4947,17.4,3.83,72,42.7,0
FSH102724,2023-Q3,Dresses,Relaxed,Off-Shoulder,Bell,Floor-Length,Black,Pink,Solid,Silk,Organic,Budget,2023,Q3,6666,978,5,2,157,0.89,279.82,168,11.5,4.93,55,64.5,1
FSH102725,2024-Q4,Bottoms,Flowy,Off-Shoulder,Cap,Midi,Red,Multi,Floral,Polyester,Conventional,Budget,2024,Q4,935,22856,3,2,113,0.72,113.75,506,12.4,3.75,23,26.3,0
FSH102726,2021-Q4,Bottoms,Flowy,High-Neck,Sleeveless,Floor-Length,Black,Pink,Solid,Silk,Sustainable,Luxury,2021,Q4,8504,997,0,3,1460,0.19,126.3,1014,9.8,4.73,103,39.7,0
FSH102727,2024-Q3,Accessories,Structured,V-Neck,Long,Floor-Length,Navy,Red,Animal Print,Velvet,Upcycled,Premium,2024,Q3,4181,381,1,2,65,0.37,217.57,2211,14.5,3.35,25,20.9,0
FSH102728,2016-Q2,Outerwear,Structured,Off-Shoulder,Sleeveless,Floor-Length,Beige,Green,Geometric,Denim,Sustainable,Mid-Range,2016,Q2,8196,1159,2,2,14,0.77,442.75,255,13.0,4.05,107,41.3,0
FSH102729,2017-Q1,Footwear,Relaxed,Crew,Sleeveless,Maxi,White,Purple,Solid,Wool,Conventional,Mid-Range,2017,Q1,2436,2679,2,4,73,0.6,324.23,42,1.7,2.91,0,43.6,0
FSH102730,2019-Q4,Tops,Flowy,Off-Shoulder,Cap,Floor-Length,Red,Grey,Plaid,Knit,Sustainable,Budget,2019,Q4,7037,2913,2,3,324,0.27,152.59,427,7.6,3.5,21,44.6,0
FSH102731,2015-Q1,Footwear,Flowy,Square,Long,Knee-Length,Blue,None,Plaid,Silk,Conventional,Mid-Range,2015,Q1,3328,8774,3,1,784,0.47,310.34,354,14.0,3.58,26,23.4,0
FSH102732,2016-Q4,Outerwear,Oversized,High-Neck,Three-Quarter,Cropped,Red,Blue,Floral,Silk,Organic,Luxury,2016,Q4,6054,1921,4,1,678,0.68,367.76,182,22.8,3.85,9,51.4,0
FSH102733,2020-Q3,Outerwear,Oversized,Off-Shoulder,Cap,Knee-Length,White,None,Solid,Denim,Conventional,Budget,2020,Q3,6062,13691,3,0,161,0.79,198.18,331,20.5,4.1,166,47.8,0
FSH102734,2015-Q3,Tops,Structured,High-Neck,Short,Midi,Beige,Multi,Animal Print,Wool,Conventional,Mid-Range,2015,Q3,1001,410,4,0,153,0.19,55.31,1813,24.4,3.75,38,30.1,0
FSH102735,2015-Q4,Bottoms,Flowy,V-Neck,Long,Midi,Green,White,Solid,Silk,Conventional,Premium,2015,Q4,16831,2739,2,0,272,0.72,466.72,1023,14.8,4.19,628,30.1,0
FSH102736,2021-Q1,Outerwear,Flowy,Off-Shoulder,Short,Knee-Length,Orange,Navy,Solid,Cotton,Sustainable,Premium,2021,Q1,749,1089,2,3,352,0.49,338.56,222,1.9,3.14,131,51.8,1
FSH102737,2024-Q2,Bottoms,Flowy,High-Neck,Long,Floor-Length,Red,Blue,Solid,Polyester,Organic,Budget,2024,Q2,3673,143,7,2,483,0.81,281.64,942,9.7,4.48,23,78.9,1
FSH102738,2018-Q3,Accessories,Oversized,Crew,Short,Midi,Purple,Purple,Solid,Satin,Conventional,Premium,2018,Q3,762,1082,4,2,107,0.4,61.31,264,23.4,4.45,52,49.9,0
FSH102739,2020-Q1,Accessories,Structured,Crew,Cap,Cropped,Multi,Orange,Solid,Velvet,Conventional,Mid-Range,2020,Q1,5697,1051,1,2,59,0.91,455.73,195,11.5,4.08,30,47.7,0
FSH102740,2023-Q3,Accessories,Flowy,Scoop,Bell,Mini,Pink,Red,Solid,Knit,Sustainable,Luxury,2023,Q3,17528,218,1,3,217,0.46,241.59,640,4.8,4.05,11,59.6,1
FSH102741,2018-Q2,Outerwear,Relaxed,Off-Shoulder,Long,Maxi,Black,Pink,Solid,Denim,Organic,Mid-Range,2018,Q2,7673,535,2,2,146,0.98,146.46,88,31.5,4.03,300,44.5,0
FSH102742,2023-Q4,Accessories,Oversized,V-Neck,Three-Quarter,Cropped,Purple,Beige,Solid,Linen,Organic,Luxury,2023,Q4,410,12511,2,1,99,0.95,233.42,139,23.6,3.72,128,47.3,0
FSH102743,2017-Q4,Footwear,Structured,Square,Cap,Floor-Length,Purple,Black,Floral,Velvet,Conventional,Mid-Range,2017,Q4,1154,559,5,3,181,0.56,400.32,1889,5.5,3.83,102,50.9,0
FSH102744,2019-Q1,Tops,Tailored,Scoop,Long,Midi,Purple,Orange,Geometric,Silk,Conventional,Mid-Range,2019,Q1,2002,301,4,0,1081,0.16,451.82,23,12.4,4.86,33,23.1,0
FSH102745,2024-Q3,Bottoms,Fitted,Off-Shoulder,Short,Maxi,Yellow,Blue,Geometric,Leather,Sustainable,Luxury,2024,Q3,6588,175,1,0,1710,0.6,416.61,452,1.1,3.43,3,54.7,1
FSH102746,2017-Q1,Tops,Relaxed,Crew,Sleeveless,Floor-Length,Navy,Purple,Solid,Wool,Organic,Premium,2017,Q1,2523,43,3,2,21,0.37,269.37,496,16.8,3.63,204,48.5,0
FSH102747,2023-Q3,Dresses,Relaxed,V-Neck,Bell,Knee-Length,Navy,Yellow,Polka Dot,Satin,Sustainable,Mid-Range,2023,Q3,5294,336,2,0,22,0.98,292.6,730,21.2,3.41,6,54.3,1
FSH102748,2018-Q1,Dresses,Relaxed,Crew,Long,Mini,Blue,Multi,Floral,Linen,Recycled,Mid-Range,2018,Q1,3568,893,7,2,266,0.78,274.61,47,40.0,3.62,225,54.4,1
FSH102749,2018-Q3,Dresses,Relaxed,Off-Shoulder,Bell,Knee-Length,Pink,Beige,Abstract,Polyester,Recycled,Budget,2018,Q3,92,1453,4,1,191,0.6,335.62,211,3.1,4.51,150,48.7,0
FSH102750,2019-Q2,Outerwear,Structured,Square,Cap,Maxi,Purple,Brown,Solid,Knit,Sustainable,Premium,2019,Q2,333,906,1,0,318,0.85,491.12,2429,14.2,3.86,374,45.1,0
FSH102751,2023-Q1,Bottoms,Tailored,V-Neck,Short,Mini,Navy,Purple,Solid,Satin,Sustainable,Budget,2023,Q1,4273,4988,3,4,200,0.42,75.24,320,31.6,3.9,36,68.1,1
FSH102752,2016-Q2,Tops,Structured,V-Neck,Cap,Knee-Length,Blue,White,Solid,Satin,Conventional,Mid-Range,2016,Q2,747,3770,1,5,554,0.39,345.27,493,28.2,4.42,23,42.8,0
FSH102753,2021-Q3,Footwear,Relaxed,Scoop,Short,Maxi,Orange,Blue,Solid,Leather,Conventional,Luxury,2021,Q3,10706,3574,5,2,263,0.72,159.64,207,7.0,3.63,409,44.8,0
FSH102754,2020-Q3,Footwear,Flowy,V-Neck,Cap,Mini,White,Purple,Floral,Silk,Conventional,Budget,2020,Q3,740,2200,5,5,289,0.26,143.56,2298,7.7,3.18,4,50.4,0
FSH102755,2021-Q3,Accessories,Structured,Off-Shoulder,Long,Midi,Navy,None,Solid,Satin,Conventional,Mid-Range,2021,Q3,13784,20491,3,4,77,0.8,51.18,3457,8.9,4.66,20,37.5,0
FSH102756,2023-Q2,Outerwear,Relaxed,Square,Bell,Mini,Beige,Brown,Striped,Wool,Conventional,Mid-Range,2023,Q2,1705,7045,2,2,229,0.89,113.46,73,19.7,4.94,14,56.7,1
FSH102757,2024-Q2,Bottoms,Relaxed,Square,Long,Floor-Length,Black,Pink,Plaid,Denim,Conventional,Premium,2024,Q2,7847,2490,5,3,33,0.51,225.61,377,11.0,3.56,2,46.6,0
FSH102758,2018-Q2,Tops,Flowy,High-Neck,Bell,Maxi,White,Blue,Solid,Satin,Organic,Premium,2018,Q2,11440,248,1,1,554,0.94,164.63,377,34.9,4.05,37,37.6,0
FSH102759,2023-Q4,Tops,Flowy,High-Neck,Long,Cropped,Beige,Orange,Floral,Leather,Sustainable,Premium,2023,Q4,4810,4582,1,1,188,0.79,72.05,2093,4.8,4.85,34,58.8,1
FSH102760,2016-Q4,Tops,Structured,V-Neck,Short,Maxi,Black,None,Solid,Satin,Conventional,Mid-Range,2016,Q4,1786,3569,2,2,71,0.69,162.08,739,21.5,3.3,12,42.3,0
FSH102761,2023-Q3,Tops,Fitted,High-Neck,Three-Quarter,Cropped,Beige,Orange,Geometric,Polyester,Recycled,Premium,2023,Q3,1517,1335,4,3,41,0.52,417.96,53,18.5,4.65,41,66.1,1
FSH102762,2019-Q3,Accessories,Flowy,Square,Cap,Knee-Length,White,Beige,Geometric,Satin,Sustainable,Budget,2019,Q3,11181,297,0,4,338,0.63,490.36,11504,36.6,4.2,187,46.0,0
FSH102763,2022-Q2,Dresses,Relaxed,Off-Shoulder,Three-Quarter,Floor-Length,Purple,Grey,Plaid,Leather,Conventional,Mid-Range,2022,Q2,52067,12628,3,3,81,0.96,269.24,978,11.7,3.77,135,42.8,0
FSH102764,2018-Q2,Dresses,Flowy,Scoop,Three-Quarter,Midi,Green,Black,Solid,Denim,Organic,Budget,2018,Q2,2718,274,0,1,63,0.14,149.51,2090,7.5,3.98,12,38.1,0
FSH102765,2019-Q4,Dresses,Structured,Crew,Three-Quarter,Mini,Purple,Yellow,Polka Dot,Leather,Recycled,Premium,2019,Q4,1979,4012,2,2,210,0.56,51.54,53,7.3,4.35,110,47.2,0
FSH102766,2021-Q1,Outerwear,Relaxed,Crew,Sleeveless,Maxi,White,White,Plaid,Linen,Organic,Budget,2021,Q1,3051,1973,4,1,262,0.63,342.01,858,10.6,3.37,89,52.1,1
FSH102767,2024-Q4,Tops,Relaxed,Off-Shoulder,Bell,Midi,Black,Purple,Solid,Knit,Conventional,Mid-Range,2024,Q4,761,342,1,3,725,0.15,117.38,4477,10.9,4.23,61,30.9,0
FSH102768,2020-Q4,Bottoms,Fitted,Scoop,Bell,Cropped,Beige,Black,Striped,Velvet,Conventional,Mid-Range,2020,Q4,3524,502,3,0,439,0.79,229.8,125,9.2,3.62,36,32.7,0
FSH102769,2018-Q2,Dresses,Relaxed,Off-Shoulder,Cap,Cropped,Black,Brown,Striped,Velvet,Conventional,Budget,2018,Q2,1570,8727,5,1,69,0.35,181.96,925,12.3,3.91,27,32.1,0
FSH102770,2021-Q2,Tops,Fitted,V-Neck,Sleeveless,Maxi,Purple,Red,Striped,Linen,Sustainable,Premium,2021,Q2,166,2618,1,1,6,0.3,307.61,1263,18.6,4.1,17,39.5,0
FSH102771,2024-Q2,Dresses,Structured,Scoop,Cap,Floor-Length,White,Pink,Floral,Velvet,Conventional,Luxury,2024,Q2,2007,165,1,0,364,0.49,364.09,116,18.6,3.86,18,33.9,0
FSH102772,2020-Q3,Bottoms,Structured,Square,Sleeveless,Cropped,Black,Blue,Solid,Silk,Organic,Mid-Range,2020,Q3,643,646,1,5,16,0.3,145.53,409,28.8,3.58,1725,44.9,0
FSH102773,2020-Q2,Dresses,Structured,High-Neck,Cap,Midi,Grey,Multi,Solid,Cotton,Upcycled,Budget,2020,Q2,2452,552,3,0,354,0.1,440.42,184,40.0,4.26,291,21.6,0
FSH102774,2019-Q3,Footwear,Structured,V-Neck,Long,Midi,Blue,Brown,Polka Dot,Satin,Sustainable,Mid-Range,2019,Q3,9287,6498,5,1,15,0.52,158.06,2828,15.6,4.82,56,41.9,0
FSH102775,2015-Q3,Bottoms,Flowy,High-Neck,Three-Quarter,Midi,Black,Navy,Animal Print,Velvet,Conventional,Luxury,2015,Q3,4429,1177,3,0,156,0.88,299.78,65,6.8,3.79,22,44.4,0
FSH102776,2019-Q3,Outerwear,Tailored,V-Neck,Bell,Maxi,Pink,White,Floral,Velvet,Conventional,Budget,2019,Q3,854,3308,0,1,360,0.8,196.02,1,12.3,3.37,373,37.9,0
FSH102777,2017-Q1,Tops,Relaxed,V-Neck,Short,Cropped,Red,Navy,Striped,Leather,Organic,Premium,2017,Q1,2701,1416,1,1,2693,0.46,434.69,73,14.6,4.0,353,33.6,0
FSH102778,2021-Q4,Tops,Structured,V-Neck,Three-Quarter,Cropped,Beige,Multi,Solid,Linen,Recycled,Mid-Range,2021,Q4,5166,221,4,2,725,0.94,316.02,331,17.1,3.7,9,60.8,1
FSH102779,2019-Q4,Dresses,Fitted,V-Neck,Bell,Knee-Length,Black,Multi,Solid,Leather,Conventional,Premium,2019,Q4,14225,426,2,2,42,0.92,130.3,82,9.7,4.27,180,39.1,0
FSH102780,2016-Q3,Bottoms,Fitted,Scoop,Bell,Mini,Grey,Pink,Solid,Denim,Conventional,Mid-Range,2016,Q3,27169,1176,2,2,16,0.2,169.71,1410,4.8,4.14,933,34.6,0
FSH102781,2018-Q2,Bottoms,Structured,Scoop,Cap,Mini,White,Purple,Geometric,Linen,Recycled,Luxury,2018,Q2,11014,3762,2,3,121,0.28,92.55,5183,9.1,4.5,271,44.6,0
FSH102782,2017-Q1,Bottoms,Oversized,V-Neck,Short,Cropped,Red,None,Striped,Linen,Conventional,Mid-Range,2017,Q1,4012,5180,2,0,541,0.73,330.78,57,22.3,3.75,20,45.0,0
FSH102783,2019-Q3,Outerwear,Flowy,Off-Shoulder,Three-Quarter,Floor-Length,Purple,Black,Solid,Wool,Conventional,Budget,2019,Q3,3639,276,4,1,1647,0.26,225.26,876,26.2,3.99,38,30.4,0
FSH102784,2018-Q2,Footwear,Oversized,V-Neck,Cap,Cropped,Navy,White,Plaid,Wool,Recycled,Budget,2018,Q2,534,2663,2,1,164,0.81,203.83,260,16.3,4.44,39,50.8,0
FSH102785,2024-Q2,Footwear,Fitted,V-Neck,Three-Quarter,Midi,Black,Blue,Abstract,Knit,Conventional,Mid-Range,2024,Q2,2290,2402,5,2,161,0.7,112.33,3185,27.3,3.78,13,41.5,0
FSH102786,2023-Q4,Dresses,Flowy,Off-Shoulder,Cap,Maxi,Purple,Blue,Plaid,Satin,Organic,Mid-Range,2023,Q4,8396,16144,4,5,162,0.9,304.52,402,11.1,3.52,13,82.5,1
FSH102787,2024-Q4,Outerwear,Fitted,Off-Shoulder,Sleeveless,Cropped,Red,Pink,Solid,Knit,Conventional,Budget,2024,Q4,7402,1962,5,2,75,0.2,82.89,110,6.9,4.9,102,44.8,0
FSH102788,2019-Q1,Dresses,Relaxed,V-Neck,Bell,Knee-Length,Red,Blue,Solid,Wool,Recycled,Budget,2019,Q1,1666,432,2,3,7,0.72,199.33,16,4.0,3.11,62,54.2,1
FSH102789,2022-Q2,Outerwear,Relaxed,Crew,Sleeveless,Knee-Length,Pink,Multi,Solid,Linen,Conventional,Mid-Range,2022,Q2,12837,372,8,1,98,0.52,322.41,3864,10.5,4.86,103,43.3,0
FSH102790,2017-Q1,Tops,Tailored,Crew,Long,Floor-Length,White,Multi,Solid,Velvet,Conventional,Mid-Range,2017,Q1,10167,973,3,2,554,0.72,286.0,8524,15.7,3.37,72,49.1,0
FSH102791,2023-Q1,Dresses,Oversized,Off-Shoulder,Short,Cropped,Blue,Multi,Geometric,Knit,Conventional,Mid-Range,2023,Q1,439,229,5,0,521,0.99,127.72,437,31.0,3.65,7,49.6,0
FSH102792,2021-Q1,Footwear,Oversized,V-Neck,Bell,Mini,White,None,Solid,Satin,Conventional,Mid-Range,2021,Q1,123,2850,5,4,32,0.26,363.09,213,3.0,4.01,823,59.5,1
FSH102793,2018-Q2,Outerwear,Flowy,Square,Sleeveless,Maxi,Navy,Blue,Floral,Wool,Organic,Mid-Range,2018,Q2,2322,927,1,4,321,0.36,422.76,371,0.5,3.68,21,50.7,0
FSH102794,2017-Q3,Tops,Structured,High-Neck,Cap,Knee-Length,Green,Red,Solid,Denim,Conventional,Premium,2017,Q3,904,2178,2,3,31,0.8,116.49,41,18.4,3.49,60,44.4,0
FSH102795,2023-Q3,Dresses,Flowy,High-Neck,Three-Quarter,Cropped,Brown,Purple,Abstract,Satin,Conventional,Premium,2023,Q3,35462,431,1,2,358,0.56,431.86,2085,8.8,2.7,1315,42.8,0
FSH102796,2018-Q2,Bottoms,Oversized,V-Neck,Long,Cropped,Brown,None,Striped,Cotton,Conventional,Luxury,2018,Q2,1656,64795,4,2,311,0.6,214.61,235,6.5,4.05,91,57.5,1
FSH102797,2022-Q2,Accessories,Tailored,V-Neck,Three-Quarter,Midi,Black,Beige,Solid,Denim,Upcycled,Mid-Range,2022,Q2,1698,7031,7,3,869,0.9,179.62,90,34.9,3.09,249,52.6,1
FSH102798,2015-Q4,Bottoms,Flowy,V-Neck,Three-Quarter,Knee-Length,Brown,Green,Solid,Velvet,Conventional,Mid-Range,2015,Q4,2531,1240,3,5,1416,0.83,297.22,666,5.3,3.18,15,46.0,0
FSH102799,2015-Q4,Accessories,Oversized,High-Neck,Short,Midi,Blue,Multi,Striped,Silk,Sustainable,Mid-Range,2015,Q4,1518,6642,1,2,22,0.86,390.83,1210,24.9,4.53,140,37.9,0
FSH102800,2021-Q4,Dresses,Relaxed,High-Neck,Three-Quarter,Maxi,Green,Grey,Floral,Cotton,Sustainable,Mid-Range,2021,Q4,4149,713,1,6,38,0.3,153.22,588,23.9,3.97,186,53.8,1
FSH102801,2016-Q4,Bottoms,Tailored,Off-Shoulder,Short,Maxi,Yellow,None,Tie-Dye,Linen,Conventional,Premium,2016,Q4,9891,2335,2,1,394,0.9,151.26,9376,18.8,4.56,12,35.1,0
FSH102802,2015-Q2,Footwear,Structured,Scoop,Cap,Floor-Length,Navy,Black,Floral,Polyester,Organic,Luxury,2015,Q2,1820,616,5,0,63,0.51,225.45,256,25.4,4.44,20,41.3,0
FSH102803,2020-Q2,Bottoms,Structured,Off-Shoulder,Three-Quarter,Knee-Length,Blue,Purple,Solid,Silk,Conventional,Budget,2020,Q2,6056,149,0,2,139,0.64,304.3,1343,6.1,4.87,103,25.7,0
FSH102804,2018-Q4,Dresses,Flowy,Off-Shoulder,Three-Quarter,Midi,Green,Green,Abstract,Velvet,Organic,Mid-Range,2018,Q4,853,2809,4,4,109,0.42,390.03,1372,16.2,4.71,7,58.2,1
FSH102805,2022-Q1,Bottoms,Structured,Crew,Three-Quarter,Floor-Length,Beige,Purple,Geometric,Denim,Upcycled,Budget,2022,Q1,606,137,3,4,495,0.6,91.13,33,5.6,4.01,147,53.3,1
FSH102806,2022-Q2,Outerwear,Fitted,Square,Cap,Floor-Length,Grey,Blue,Solid,Velvet,Conventional,Premium,2022,Q2,2691,954,4,1,370,0.45,402.91,248,5.3,3.94,484,47.0,0
FSH102807,2017-Q4,Outerwear,Relaxed,Off-Shoulder,Sleeveless,Mini,Beige,Navy,Abstract,Knit,Organic,Premium,2017,Q4,4387,1448,3,2,72,0.26,305.34,8092,5.7,3.85,175,50.1,0
FSH102808,2023-Q3,Footwear,Structured,Off-Shoulder,Sleeveless,Midi,Pink,Purple,Solid,Satin,Conventional,Premium,2023,Q3,2247,5878,1,3,416,0.35,425.24,1583,10.1,4.34,354,49.5,0
FSH102809,2017-Q3,Footwear,Fitted,Off-Shoulder,Cap,Knee-Length,Pink,Purple,Floral,Linen,Conventional,Mid-Range,2017,Q3,6051,687,3,1,136,0.54,179.22,62,12.5,3.91,42,27.5,0
FSH102810,2020-Q1,Outerwear,Oversized,Off-Shoulder,Long,Knee-Length,Pink,None,Striped,Knit,Conventional,Premium,2020,Q1,332,3561,3,3,52,0.47,287.64,548,34.8,2.92,130,36.5,0
FSH102811,2020-Q1,Tops,Flowy,Scoop,Long,Midi,Red,Blue,Geometric,Denim,Recycled,Mid-Range,2020,Q1,2460,3293,0,2,48,0.11,465.76,253,18.3,3.87,10,39.1,0
FSH102812,2016-Q1,Tops,Fitted,Crew,Short,Cropped,White,Pink,Solid,Velvet,Sustainable,Luxury,2016,Q1,1612,1627,1,2,87,0.92,396.42,144,36.4,3.34,26,32.4,0
